,venue,innings,batting_team,bowling_team,batsmen,bowlers,ttr_inn
1634,8,1,7,9,7.926647446812004,6.817277066285538,49
1635,8,1,7,9,10.806839861401405,7.44238317875695,31
1636,8,1,7,9,10.760756421558003,9.716088821080124,45
1637,8,1,7,9,5.373640123678657,4.635433478340763,35
1638,8,2,9,7,10.592558712992153,10.417624503429714,30
1639,8,2,9,7,8.013965871222487,10.298270383643787,42
1640,8,2,9,7,8.161238293549463,10.380962517703571,46
1641,8,2,9,7,12.068057697902658,5.203587645792654,21
1642,22,1,8,0,10.555746251666186,7.688165667579215,35
1643,22,1,8,0,5.1212380253643985,12.56611623383568,47
1644,22,1,8,0,8.087021301821602,10.297595413075236,43
1645,22,1,8,0,7.7799772409658825,5.139699666841251,31
1646,22,2,0,8,5.389481498035389,10.04190085971027,43
1647,22,2,0,8,10.806604286913409,12.262616777775232,41
1648,22,2,0,8,8.090696585301071,9.59954171124982,47
1649,22,2,0,8,13.134367626270626,5.2104790426452485,8
1650,6,1,6,5,8.039651286279604,7.4476406984928705,43
1651,6,1,6,5,8.125269219679131,9.9927126375044,44
1652,6,1,6,5,7.92194546140666,14.61247101565176,72
1653,6,1,6,5,7.1446567624126125,7.391487686437357,16
1654,6,2,5,6,10.777015876798835,7.74482521926835,25
1655,6,2,5,6,7.821533965311293,6.634629397728728,82
1656,6,2,5,6,10.611486686645984,11.69004164672576,62
1657,6,2,5,6,5.2197050013371005,2.515873843711679,10
1658,0,1,1,3,8.135823631840159,7.615348647590573,48
1659,0,1,1,3,5.4591300222152945,9.724261599924649,78
1660,0,1,1,3,13.20952114943966,12.015138683873186,60
1661,0,1,1,3,7.628158283991993,5.000451431557437,19
1662,0,2,3,1,15.773705266801455,7.6454364966818815,38
1663,0,2,3,1,12.744753386175788,7.4661761120428,33
1664,0,2,3,1,5.026369811573717,15.018465706540232,33
1665,0,2,3,1,5.944308919604581,4.9780709019742115,16
1666,3,1,2,0,10.828927401392054,7.654041225068189,15
1667,3,1,2,0,8.049396356998384,10.288630441223072,40
1668,3,1,2,0,5.350426352662366,12.843896338857805,43
1669,3,1,2,0,5.350426352662366,5.185457157401926,16
1670,3,2,0,2,8.113757367636179,7.7122774881466665,33
1671,3,2,0,2,5.403810038272506,4.836539310376977,28
1672,4,1,7,5,7.926647446812004,7.7498957851861565,50
1673,4,1,7,5,7.944883863721416,7.595394801120322,46
1674,4,1,7,5,8.167841215042241,12.795062233251386,67
1675,4,1,7,5,8.106005413575893,5.015611204503513,15
1676,4,2,5,7,16.000771412816444,10.417624503429714,23
1677,4,2,5,7,5.293698367651674,12.892879452528224,53
1678,4,2,5,7,15.618650790897913,12.90617521993016,53
1679,4,2,5,7,7.414617013536612,7.803470717866343,17
1680,1,1,3,9,8.049426201460577,9.837683437337356,34
1681,1,1,3,9,8.067086299833324,9.659454948486989,45
1682,1,1,3,9,13.2772101714946,12.621427209549935,31
1683,1,1,3,9,9.427835087080533,4.924821815154176,9
1684,1,2,9,3,8.089523612187193,10.005980311128619,40
1685,1,2,9,3,8.161238293549463,9.826683912197726,44
1686,1,2,9,3,10.333696365552713,12.261252816231927,36
1687,0,1,8,1,7.8593898629328525,10.167880730188203,49
1688,0,1,8,1,13.228740661752195,7.4661761120428,32
1689,0,1,8,1,10.393483007189491,12.571001251364017,30
1690,0,1,8,1,9.243349442805648,7.589794209981552,14
1691,0,2,1,8,8.135823631840159,9.948625131357307,79
1692,0,2,1,8,5.408282374811607,9.968978042143886,41
1693,5,1,2,4,5.413299764081252,9.77467098157352,55
1694,5,1,2,4,8.14408203974764,7.687325588877612,47
1695,5,1,2,4,8.170206556493092,12.752793261343264,73
1696,5,1,2,4,8.121457787765813,5.0896013521823695,21
1697,5,2,4,2,8.151097553902334,10.333453769921704,48
1698,5,2,4,2,10.635935868343307,10.404935798534312,37
1699,5,2,4,2,10.454579582063381,10.303883040454304,45
1700,5,2,4,2,9.329308258177642,5.04208700102458,3
1701,1,1,3,7,8.049426201460577,7.817741431356024,39
1702,1,1,3,7,8.137768361093537,9.8860421706275,60
1703,1,1,3,7,10.80591846043566,12.61395862809572,47
1704,1,1,3,7,12.231022207346331,5.194492140958125,17
1705,1,2,7,3,13.321519209388116,10.042703118153364,33
1706,1,2,7,3,15.8899694470042,12.47727202218756,53
1707,1,2,7,3,7.532382777285184,2.4199557484897585,1
1708,6,1,6,9,5.345924337355957,9.837683437337356,50
1709,6,1,6,9,13.371647146360555,7.507166604103932,31
1710,6,1,6,9,7.92194546140666,12.621427209549935,38
1711,6,1,6,9,13.067483187885944,4.924821815154176,17
1712,6,2,9,6,5.363611979892145,15.478409307771898,52
1713,6,2,9,6,10.771668688561022,15.4784093077719,42
1714,6,2,9,6,10.585622064416293,10.367039242234645,43
1715,5,1,4,1,5.427641881867149,7.383795517192272,43
1716,5,1,4,1,10.773311576868627,8.855226717079313,43
1717,5,1,4,1,13.195842493379418,8.593585737589704,44
1718,5,1,4,1,7.728003217688642,5.111410390625746,16
1719,5,2,1,4,5.404234866653424,10.149418268777042,66
1720,5,2,1,4,8.135823631840159,10.272786318386114,36
1721,5,2,1,4,5.4591300222152945,8.686663834470147,49
1722,7,1,2,5,8.14408203974764,10.040781787689614,42
1723,7,1,2,5,8.124269642471113,9.911365146577241,43
1724,7,1,2,5,5.409939882725881,10.304595038849504,54
1725,7,1,2,5,5.409939882725881,5.156609718165699,37
1726,7,2,5,2,7.991069701529972,7.7122774881466665,52
1727,7,2,5,2,10.645037879865543,10.354881366385984,30
1728,7,2,5,2,10.46778726311536,15.447022799558894,52
1729,7,2,5,2,7.768481445839112,5.092141433172909,24
1730,23,1,8,3,5.4140268917355945,9.862374806154426,57
1731,23,1,8,3,8.120744674072352,10.066701153500336,60
1732,23,1,8,3,10.723509198174966,10.052087997955894,40
1733,23,1,8,3,13.052500102487445,7.442419057664669,21
1734,23,2,3,8,10.771236816673124,5.150363402037705,48
1735,23,2,3,8,5.433617844253738,9.402899352330751,67
1736,23,2,3,8,10.80591846043566,12.659948956422365,55
1737,4,1,6,7,7.900800922352649,10.417624503429714,32
1738,4,1,6,7,13.230569626363444,10.042715777535495,36
1739,4,1,6,7,7.950351762050286,10.417624503429714,36
1740,4,1,6,7,7.977402501845479,5.1773748719109145,31
1741,4,2,7,6,13.321519209388113,7.716675111678362,26
1742,4,2,7,6,8.024018315781317,10.005857395814534,31
1743,4,2,7,6,10.731140458905092,12.611162441955646,42
1744,4,2,7,6,5.373640123678657,4.8581580771210024,26
1745,0,1,0,1,13.525935573897135,7.383795517192272,33
1746,0,1,0,1,5.412178206260957,9.884298165026571,50
1747,0,1,0,1,8.032314261234713,2.2380461031287955,6
1748,0,2,1,0,10.787917222569833,7.738490173604365,65
1749,0,2,1,0,13.131558121531356,10.328315708515316,36
1750,21,1,3,5,8.049426201460577,10.015842422559864,43
1751,21,1,3,5,5.345275684620779,7.28155784187722,47
1752,21,1,3,5,13.439386916015248,11.85469151329712,58
1753,21,1,3,5,10.544790954722473,4.854354631472412,22
1754,21,2,5,3,5.4193608697212845,7.586024562638864,42
1755,21,2,5,3,13.091904731524107,7.314123504973173,32
1756,21,2,5,3,15.493308622321994,10.031010259543637,53
1757,21,2,5,3,7.466991635963937,4.971127346605728,14
1758,23,1,4,8,13.333671969923484,5.150363402037705,32
1759,23,1,4,8,12.855667445325615,5.935809453809933,48
1760,23,1,4,8,9.469488778701255,12.403190956895747,12
1761,23,1,4,8,3.1922886125681202,2.2787536009528293,5
1762,23,2,8,4,10.814811745786633,9.286482675731502,87
1763,23,2,8,4,5.400784854051037,4.508179448873523,11
1764,8,1,9,6,10.771668688561022,10.260699062980027,39
1765,8,1,9,6,15.836611838100556,10.338889134644658,39
1766,8,1,9,6,7.7159050316224915,10.357230417919107,34
1767,8,1,9,6,7.557040174541321,5.1997222749100445,24
1768,8,2,6,9,5.34487150173269,10.082351110757157,56
1769,8,2,6,9,10.740166435712263,9.27801861574608,28
1770,8,2,6,9,10.615672410330307,11.776329169535675,42
1771,8,2,6,9,5.220377476350731,5.037386652582377,12
1772,21,1,3,1,8.049426201460577,9.430121783898583,30
1773,21,1,3,1,5.41595774588099,12.122344268155365,95
1774,21,1,3,1,5.41595774588099,9.636120476687863,84
1775,21,1,3,1,8.096293259295553,4.7720722091849295,23
1776,21,2,1,3,10.867098468617456,7.586024562638864,34
1777,21,2,1,3,10.061150799791235,7.314123504973173,54
1778,21,2,1,3,11.559773047729944,9.850681947544704,33
1779,7,1,2,8,8.14408203974764,7.731288377713325,41
1780,7,1,2,8,8.083653091847676,10.16778278630057,37
1781,7,1,2,8,10.789483242302687,10.152694115506346,49
1782,7,1,2,8,5.365418716885199,5.2104790426452485,25
1783,7,2,8,2,7.638628208957712,7.6827067586792674,40
1784,7,2,8,2,7.6057376164097,7.734745311412227,35
1785,7,2,8,2,10.7448233124439,12.850425703932435,47
1786,7,2,8,2,7.994377025738967,5.116720619321484,19
1787,8,1,9,0,10.508155054164932,10.248433775443617,29
1788,8,1,9,0,7.870454706567836,10.272753679124236,39
1789,8,1,9,0,10.58261655427657,12.868385301615207,34
1790,8,1,9,0,7.597805719544496,7.7307642738677504,16
1791,8,2,0,9,8.012619010703594,10.07908572332939,44
1792,8,2,0,9,8.136454075861746,12.618161822122168,48
1793,8,2,0,9,8.05213319016171,11.517135242919275,27
1794,4,1,7,4,10.806839861401405,4.9952006828235325,26
1795,4,1,7,4,8.15697283600032,12.528805125716355,40
1796,4,1,7,4,5.446855470888503,12.340518800247034,52
1797,4,1,7,4,10.707298951840995,7.687325588877612,15
1798,4,2,4,7,5.427641881867149,10.417624503429714,52
1799,4,2,4,7,5.427641881867149,13.004211808101466,74
1800,4,2,4,7,5.427641881867149,4.888841947657399,8
1801,21,1,6,3,5.345924337355957,7.5714114070944225,58
1802,21,1,6,3,5.345924337355957,7.343447589924883,49
1803,21,1,6,3,10.71213429796801,9.836068792000262,72
1804,21,1,6,3,5.394616261255681,7.420407180047195,19
1805,21,2,3,6,10.771236816673124,9.968449149601616,45
1806,21,2,3,6,10.612140238106551,10.26887820854632,41
1807,21,2,3,6,17.494880872045712,15.125957292610678,18
1808,2,1,5,9,7.654889316628831,5.0075770983043375,33
1809,0,1,2,1,13.5287651272593,7.668193647569798,10
1810,0,1,2,1,5.424932246948714,10.000202218098934,25
1811,0,1,2,1,13.402324295016973,12.484439600484095,54
1812,0,1,2,1,5.349376616917137,4.9780709019742115,26
1813,0,2,1,2,8.185857231241869,5.115680392520206,44
1814,0,2,1,2,8.140371259590884,10.384452095853382,44
1815,0,2,1,2,5.408782494404143,7.6632632827996146,41
1816,3,1,0,7,10.723582129698867,9.364133924978807,46
1817,3,1,0,7,8.123141325256231,9.153776059541872,54
1818,3,1,0,7,10.643046492640666,9.963877673579589,54
1819,3,1,0,7,7.864030100659809,7.340628383181688,21
1820,3,2,7,0,8.012638770037817,10.25562761277026,54
1821,3,2,7,0,10.812111270811704,10.272753679124236,40
1822,3,2,7,0,10.75490984427394,12.844459338364466,52
1823,3,2,7,0,5.326290790294848,5.1363717234923225,32
1824,4,1,1,2,8.153735221148862,7.7122774881466665,44
1825,4,1,1,2,8.15292117314688,7.784799743560555,42
1826,4,1,1,2,8.014889993890291,12.85042570393243,62
1827,4,1,1,2,5.412830002562326,5.092141433172909,27
1828,4,2,2,1,10.828927401392054,7.589794209981552,25
1829,4,2,2,1,8.140722158392272,9.872716292476754,47
1830,4,2,2,1,8.121457787765813,12.611925526106276,78
1831,4,2,2,1,5.396363266684341,5.056470339562455,27
1832,4,2,2,1,18.71272046078501,12.951650609485853,153
1833,4,1,0,7,5.323557340068197,12.698561614800742,71
1834,4,1,0,7,10.583361387643537,10.417624503429714,53
1835,4,1,0,7,5.112081924780299,7.803470717866343,23
1836,4,2,7,0,5.205661702658265,10.22922906999585,62
1837,4,2,7,0,10.531952492953113,10.319595999461956,37
1838,4,2,7,0,13.347313884088125,12.850020163145686,38
1839,4,2,7,0,5.2604434809524925,5.120494961393485,11
1840,7,1,1,7,5.422146455962125,10.269527866880317,68
1841,7,1,1,7,8.153735221148862,15.292277818592824,50
1842,7,1,1,7,13.469158459945412,12.856115171552071,44
1843,7,1,1,7,5.40796844640216,5.068786776645188,23
1844,7,2,7,1,10.589153919490878,10.089481292599958,52
1845,7,2,7,1,13.483263626295171,7.354569776040329,35
1846,7,2,7,1,12.692739652070506,9.96629308404767,38
1847,7,2,7,1,4.911051020328126,5.055768103925418,17
1848,7,2,7,1,8.00213148967546,9.977874956597487,86
1849,7,1,2,1,5.413299764081252,9.832953595396138,121
1850,7,1,2,1,8.138394285162724,9.966293084047672,67
1851,7,1,2,1,13.52331650872568,5.03371318867454,17
1852,7,2,1,2,10.880462430175436,7.7122774881466665,47
1853,7,2,1,2,15.5774155421495,10.354881366385984,42
1854,7,2,1,2,7.48717006225734,10.303883040454304,41
1855,7,2,1,2,7.447661520973666,5.04208700102458,17
1856,7,2,1,2,10.642640690934392,12.459422011126039,109
1857,7,1,2,7,10.768737589543393,10.077174423431726,83
1858,7,1,2,7,15.676033696134178,7.799083867618227,21
1859,7,1,2,7,7.2167799748372765,5.240249631518799,8
1860,7,2,7,2,5.161903800636106,10.330325584858759,53
1861,7,2,7,2,13.216548372952184,12.900480136080766,35
1862,7,2,7,2,5.326290790294848,10.333453769921704,27
1863,3,1,0,5,16.163878204622396,12.77722908112475,46
1864,3,1,0,5,15.523595414791375,10.245481334311046,51
1865,3,2,5,0,5.4184338800803244,9.901251655405432,48
1866,3,2,5,0,10.783521080878026,9.965374284435633,52
1867,4,1,9,7,13.013859883910598,10.413237653181598,30
1868,4,1,9,7,7.896730530328718,10.031416932871053,40
1869,4,1,9,7,13.016849507467013,12.999824957853356,46
1870,4,1,9,7,5.195559275611898,5.194492140958125,13
1871,4,2,7,9,13.228241623052915,9.982348000018616,27
1872,4,2,7,9,8.027819378498675,12.547700538225731,37
1873,4,2,7,9,10.436827066553759,12.523927243965193,27
1874,4,2,7,9,9.673345496074656,5.090487311185466,10
1875,5,1,4,3,5.428463631368522,7.8235105362363315,57
1876,5,1,4,3,10.731504092746775,7.58972840091305,38
1877,5,1,4,3,8.043890699140064,12.429332130383887,69
1878,5,1,4,3,7.8513052622228265,5.199228440400665,27
1879,5,2,3,4,10.697786212441507,10.083856065849398,45
1880,5,2,3,4,13.285136072316241,12.345481253683682,44
1881,5,2,3,4,10.524587568634184,12.469462339447707,54
1882,5,2,3,4,7.403485930067452,4.9865119753620215,17
1883,24,1,2,6,10.83752757315397,10.13636006886316,44
1884,24,1,2,6,8.099133320079106,11.224980935055921,49
1885,24,1,2,6,13.46976761729523,9.74022086919248,58
1886,24,1,2,6,5.353109952232588,7.323101257225102,42
1887,24,2,6,2,7.9325334354806625,7.7122774881466665,45
1888,24,2,6,2,13.33183146090594,12.949390503750779,49
1889,24,2,6,2,15.301858341579699,8.935891305520908,25
1890,0,1,1,5,7.851075600751374,9.471973276533149,46
1891,0,1,1,5,10.834162410522463,11.95052548635926,39
1892,0,1,1,5,10.544304774356043,11.937813520843124,44
1893,0,1,1,5,7.845745425358434,4.259593878885949,28
1894,0,2,5,1,8.10862996010884,7.540477510183996,46
1895,0,2,5,1,13.344713942663086,7.6644705928309955,32
1896,0,2,5,1,9.995461660075986,15.204948103014992,50
1897,0,2,5,1,7.232370275628963,5.224507164727077,9
1898,25,1,9,3,10.590585483947843,7.5971684490727025,38
1899,25,1,9,3,5.2649877310878255,10.108411031599779,48
1900,25,1,9,3,10.435806629121494,7.476425827058012,41
1901,25,1,9,3,10.572793127155462,7.5497775294449125,39
1902,25,2,3,9,10.677944086167678,10.065279977401367,19
1903,25,2,3,9,8.020660627162853,4.925208921412004,53
1904,25,2,3,9,15.59588689429652,10.065279977401367,51
1905,25,2,3,9,7.800818108714584,4.920556360834604,21
1906,5,1,4,0,8.023959853194096,10.297609533067597,37
1907,5,1,4,0,10.603544642537166,7.767339611722366,44
1908,5,1,4,0,7.9395283577316205,12.907039278563616,60
1909,5,1,4,0,7.746942920814383,5.0893751608160995,23
1910,5,2,0,4,16.1638782046224,7.372118248960335,27
1911,5,2,0,4,8.020704239838151,7.603849122892248,50
1912,5,2,0,4,7.823952081370963,12.46946233944771,55
1913,5,2,0,4,5.153744762033779,5.018388393383748,10
1914,24,1,6,7,10.667189485349812,10.413237653181598,45
1915,24,1,6,7,8.054129109648226,10.422333158016126,35
1916,24,1,6,7,7.988796799504797,10.4132376531816,43
1917,24,1,6,7,15.520794607613807,7.781079445629881,15
1918,24,2,7,6,10.548508931813876,7.578852866957503,29
1919,24,2,7,6,8.167841215042241,11.910391708172831,31
1920,24,2,7,6,8.16866608610105,12.26176473027741,58
1921,24,2,7,6,8.055469443374886,5.13952017312724,24
1922,0,1,0,1,5.4352389885960655,10.366533524051755,60
1923,0,1,0,1,8.091337190608897,10.07101077326495,55
1924,0,1,0,1,18.671305635355093,10.366533524051755,35
1925,0,1,0,1,10.390909209669069,5.173885240368792,15
1926,0,2,1,0,13.48827475039249,7.7307642738677504,20
1927,0,2,1,0,13.225546011731632,7.280266877738267,42
1928,0,2,1,0,10.290217933132285,9.809697232105254,47
1929,0,2,1,0,5.093102852045017,4.6755583900452224,14
1930,2,1,2,5,8.123197813408737,7.818760762757805,41
1931,2,1,2,5,13.534968901943664,7.3245175281671795,31
1932,2,1,2,5,8.078204473314056,7.626388003684305,22
1933,2,1,2,5,10.246904992286172,5.2123793976472,16
1934,2,2,5,2,8.073652376553268,7.7122774881466665,50
1935,2,2,5,2,5.363809341623286,10.426386799619943,48
1936,2,2,5,2,5.363809341623286,5.187162421132818,13
1937,4,1,7,4,7.827523187660137,7.372118248960335,54
1938,4,1,7,4,10.619627650566533,9.950328484828896,42
1939,4,1,7,4,10.766603094374672,12.462211845807776,79
1940,4,1,7,4,7.981429225106231,4.9865119753620215,22
1941,4,2,4,7,10.660447749547462,10.061829969320195,44
1942,4,2,4,7,7.979036899015296,10.077174423431726,55
1943,4,2,4,7,18.584756309825334,10.404328736027779,66
1944,4,2,4,7,4.579211780231501,5.194492140958125,5
1945,7,1,1,2,8.153735221148862,7.7122774881466665,56
1946,7,1,1,2,5.4591300222152945,10.331342407038688,61
1947,7,1,1,2,10.867098468617456,13.022983895246403,66
1948,7,1,1,2,14.156978650733262,7.710189529885001,22
1949,7,2,2,1,5.42189993584317,9.479345158056368,52
1950,7,2,2,1,10.877776732591029,11.855087006158598,49
1951,7,2,2,1,10.785774649411993,14.46681031416594,72
1952,7,2,2,1,8.059827734569346,5.019324037153692,35
1953,1,1,9,3,13.239920342659984,7.54559160369767,29
1954,1,1,9,3,8.010730237822102,10.131273914559284,48
1955,1,1,9,3,17.84792270812495,10.049131077518648,35
1956,1,1,9,3,4.63964583415458,2.5327543789924976,3
1957,1,2,3,9,8.049426201460577,10.06403020824566,38
1958,1,2,3,9,10.750387368890474,9.772016158193784,33
1959,1,2,3,9,5.3542717492833125,10.065279977401367,45
1960,3,1,4,0,5.428463631368522,7.799298979277995,45
1961,3,1,4,0,13.279541080174205,5.139853909179751,27
1962,3,1,4,0,7.915931248930452,12.933592063676526,41
1963,3,1,4,0,7.942649050071172,5.204906428902568,18
1964,3,2,0,4,8.091337190608897,7.377496577534338,36
1965,3,2,0,4,8.059908240285338,9.9557068134029,38
1966,3,2,0,4,10.719554422271932,14.608900024772325,44
1967,3,2,0,4,7.9748353540663395,4.865613216555463,19
1968,25,1,2,9,5.42189993584317,12.628761062795775,43
1969,25,1,2,9,13.584494514927785,10.002465079572056,44
1970,25,1,2,9,5.431812303418228,12.628761062795775,52
1971,25,1,2,9,10.784922255650816,7.5237007334547865,16
1972,25,2,9,2,8.051509385155068,9.980924232629349,56
1973,25,2,9,2,7.864673851652796,7.61692782677125,33
1974,25,2,9,2,7.890949675413678,12.38111890880038,50
1975,25,2,9,2,5.351873576620902,4.593263908573456,17
1976,3,1,3,0,10.788258362062914,7.772900436503584,26
1977,3,1,3,0,5.372300616181923,7.762810077284984,47
1978,3,1,3,0,15.42312443687739,10.376651899161052,31
1979,3,1,3,0,6.672861821098883,5.208234372251496,30
1980,3,2,0,3,10.784184109886127,7.432792973194928,48
1981,3,2,0,3,8.000223135288206,7.5383924383438705,31
1982,3,2,0,3,10.573625860829457,12.551229663049044,45
1983,3,2,0,3,7.811542593424777,5.109051810051577,8
1984,0,1,4,1,5.428463631368522,7.758533270783213,43
1985,0,1,4,1,8.064951527721888,5.103369209181939,32
1986,0,1,4,1,5.359943568388552,12.749866254576215,100
1987,0,1,4,1,8.043890699140064,5.224507164727077,20
1988,0,2,1,4,8.153735221148862,7.434370073000473,54
1989,0,2,1,4,10.7250179410974,10.012580308869037,28
1990,0,2,1,4,17.513182059742533,12.492587251826189,39
1991,0,2,1,4,4.633549247037712,4.922486712021599,15
1992,4,1,7,5,10.365018950685164,7.779451028747872,23
1993,4,1,7,5,15.484309517684787,7.762607750702294,39
1994,4,1,7,5,9.220484400715712,10.398544359374617,27
1995,4,1,7,5,4.560325164529278,7.762607750702294,3
1996,4,2,5,7,8.073652376553268,7.094265078138813,41
1997,4,2,5,7,8.079812685258085,7.1122695001271605,33
1998,4,2,5,7,5.367529231448415,7.759575326334555,19
1999,5,1,6,4,5.423701234623202,7.434370073000474,56
2000,5,1,6,4,8.054129109648226,9.926126396997713,48
2001,5,1,6,4,8.061970145780506,10.050107482761735,48
2002,5,1,6,4,5.331995860080951,4.922486712021599,44
2003,5,2,4,6,8.047556961995262,9.831705897937397,62
2004,5,2,4,6,5.342549002661928,12.45391992090369,49
2005,5,2,4,6,10.66610472210636,12.45391992090369,62
2006,5,2,4,6,5.2329503927772985,4.857079084064363,24
2007,0,1,9,1,5.369364308781236,12.711173303058276,58
2008,0,1,9,1,8.051509385155068,12.43590972889946,54
2009,0,1,9,1,7.973408631222536,12.644512515730982,52
2010,0,1,9,1,7.823894704319831,5.224507164727077,18
2011,0,2,1,9,8.098840065586991,10.139650785111188,42
2012,0,2,1,9,5.4591300222152945,10.026238373832593,34
2013,0,2,1,9,8.135509703430715,12.893179900409903,80
2014,0,2,1,9,5.40796844640216,5.195321130016048,30
2015,1,1,3,0,10.741391304227935,7.75354148871732,45
2016,1,1,3,0,8.084107845223114,10.358404218748863,30
2017,1,1,3,0,15.675753803556304,7.7479806639361,32
2018,1,1,3,0,5.3466150370819205,5.204906428902568,17
2019,1,2,0,3,8.098044574615884,10.131273914559284,53
2020,1,2,0,3,8.091337190608897,9.936332447015907,30
2021,1,2,0,3,5.4352389885960655,7.442177852997464,44
2022,7,1,2,9,5.392415537742346,10.110955113109734,42
2023,7,1,2,9,5.392415537742346,12.576913780190784,41
2024,7,1,2,9,13.535821295704842,12.652534357056313,54
2025,7,1,2,9,8.119341264632864,4.931523976058919,27
2026,7,2,9,2,10.771668688561022,7.258695192774301,53
2027,7,2,9,2,7.929642075301322,7.806250744646188,33
2028,7,2,9,2,7.896831857639632,10.354904771007334,55
2029,7,2,9,2,7.6927757349566175,5.116720619321484,10
2030,2,1,6,5,8.140538957922727,10.014713608195693,50
2031,2,1,6,5,8.077239884024104,10.013923103308183,56
2032,2,1,6,5,15.661653056845909,10.398544359374617,29
2033,2,1,6,5,7.655656262351687,5.143514420075551,22
2034,2,2,5,6,13.441181608001685,7.479964287967359,34
2035,2,2,5,6,8.014404137279122,10.112714680551008,50
2036,2,2,5,6,7.9376238449394645,12.618052154645332,69
2037,2,2,5,6,5.261845503265381,5.043558746914734,9
2038,1,1,3,1,10.548055431541659,7.785608548376134,41
2039,1,1,3,1,8.089372085215473,4.838414578963238,40
2040,1,1,3,1,10.687578055653734,10.012299819332027,58
2041,1,1,3,1,7.952477719721575,5.224507164727077,24
2042,1,2,1,3,13.561703667551026,5.147651595025632,36
2043,1,2,1,3,5.454268466055129,7.611197078880949,50
2044,1,2,1,3,7.952579019844729,12.758848673906579,72
2045,1,2,1,3,5.01813854756532,5.1170424848625045,8
2046,2,1,9,5,8.051509385155068,10.398544359374617,52
2047,2,1,9,5,5.32559775286002,9.753729361615608,52
2048,2,1,9,5,8.034018652994734,12.547763472029994,61
2049,2,1,9,5,8.001208435333039,7.792162994264013,27
2050,2,2,5,9,8.079812685258085,10.130200806742273,49
2051,2,2,5,9,8.059234638198838,9.848470271374984,65
2052,2,2,5,9,10.595410558601378,9.99470504857134,42
2053,2,2,5,9,7.784275713022344,5.02639024655699,16
2054,7,1,4,2,8.064951527721888,9.879871474549336,41
2055,7,1,4,2,7.960589186313445,7.805210517844911,35
2056,7,1,4,2,5.255581226980109,9.877783516287671,56
2057,7,1,4,2,7.939528357731621,4.638559137800542,14
2058,7,2,2,4,5.392415537742346,12.133513955309262,45
2059,7,2,2,4,8.123197813408737,9.73790847964286,39
2060,7,2,2,4,10.850975934060427,10.044729154187737,51
2061,7,2,2,4,5.4126234822961035,5.0075642946226235,12
2062,19,1,6,0,8.140538957922727,10.314879609620483,39
2063,19,1,6,0,8.111453984555206,7.774288882996132,45
2064,19,1,6,0,10.537093328376828,7.7479806639361,27
2065,19,1,6,0,10.31134269043218,5.204906428902568,15
2066,19,2,0,6,8.098044574615884,7.384002861754851,42
2067,19,2,0,6,13.503515396869853,9.375097588130064,37
2068,19,2,0,6,8.002600545035621,10.006216884721146,44
2069,19,2,0,6,5.291637426040347,5.1380878666779735,4
2070,4,1,7,3,5.315422411252926,10.060367732542227,39
2071,4,1,7,3,10.765586808486702,10.06975261234476,45
2072,4,1,7,3,10.700755785032312,12.710298283161736,62
2073,4,1,7,3,10.608795081698963,5.147651595025632,17
2074,4,2,3,7,5.21440933627368,10.357270512260063,48
2075,4,2,3,7,10.606552078729434,10.336811733937484,39
2076,4,2,3,7,10.707420181927564,15.511998719700225,57
2077,4,2,3,7,5.409036571800909,5.1089707168794805,20
2078,5,1,1,4,8.102887573745175,7.254336170915946,37
2079,5,1,1,4,10.825567274613563,9.806048317336783,38
2080,5,1,1,4,5.403420818651439,9.870073580677207,74
2081,5,1,1,4,5.403420818651439,5.0919657619133725,40
2082,5,2,4,1,5.428463631368522,7.746951398233397,48
2083,5,2,4,1,10.660447749547462,7.420005351003907,40
2084,5,2,4,1,12.755812124790141,12.644512515730982,43
2085,5,2,4,1,4.875495340871018,5.172824691656398,12
2086,25,1,9,5,10.771668688561022,7.818760762757805,28
2087,25,1,9,5,5.446070935701005,5.106122874006656,33
2088,25,1,9,5,5.446070935701005,12.924883636764465,62
2089,25,1,9,5,5.446070935701005,5.2123793976472,23
2090,25,2,5,9,8.079812685258085,7.172518282235228,61
2091,25,2,5,9,8.054629139239836,9.656022081639168,55
2092,25,2,5,9,5.3871761863498815,5.105060329340992,32
2093,1,1,3,7,7.926216565314871,9.06739293173851,44
2094,1,1,3,7,7.914586975962074,9.706406487282957,31
2095,1,1,3,7,8.089372085215473,14.575943279744966,64
2096,1,1,3,7,5.377564856174282,4.4965698922133,29
2097,1,2,7,3,5.315422411252926,7.56760734351539,40
2098,1,2,7,3,13.484088497353977,7.536998233352263,31
2099,1,2,7,3,13.143125935964678,10.191889439351057,70
2100,1,2,7,3,5.0411320302647935,5.1170424848625045,30
2101,25,1,6,9,8.111453984555206,9.970719901652132,50
2102,25,1,6,9,8.0599369095357,10.089053271661903,44
2103,25,1,6,9,7.807119042677272,12.512299145598712,68
2104,25,1,6,9,5.1424770671211455,5.02639024655699,15
2105,25,2,9,6,10.771668688561022,9.870648586448054,44
2106,25,2,9,6,7.9471328074616565,12.471831206903827,41
2107,25,2,9,6,12.790735965982222,7.3337433402258565,57
2108,25,2,9,6,7.373629835526971,4.9154420489061135,17
2109,2,1,5,7,5.412359732368131,7.477146616776841,54
2110,2,1,5,7,5.412359732368131,12.043110724325295,64
2111,2,1,5,7,13.426763869647255,9.475828574848927,73
