venue,innings,batting_team,bowling_team,batsmen,bowlers,ttr_inn
5,2,4,7,10.41290158,7.624809943,36
2,1,5,3,13.46062853,9.711245248,45
2,1,5,3,10.44649627,10.22913205,25
2,2,3,5,5.37213473,10.27207202,39
2,2,3,5,10.78102904,9.555266799,30
20,1,6,1,13.32072844,7.81140246,35
20,1,6,1,5.309278758,9.87521156,60
20,2,1,6,8.136130382,10.21830057,37
20,2,1,6,8.141882711,7.578201532,45
7,1,0,2,16.14987413,5.115680393,22
7,1,0,2,5.342181778,10.36468449,50
7,2,2,0,8.119973176,7.642092193,66
7,2,2,0,5.445112035,10.08023008,60
17,1,7,5,7.606202451,10.09277874,44
17,1,7,5,8.112344347,9.610208298,37
17,2,5,7,8.169444003,10.2063969,69
17,2,5,7,15.9565015,7.577192516,25
5,1,4,1,12.96566301,10.19730877,30
5,1,4,1,8.020604419,10.17891747,36
5,2,1,4,10.82448701,9.523842339,59
5,2,1,4,8.12495335,10.07265682,55
7,1,2,5,13.5440377,7.732782713,37
7,1,2,5,13.40446073,9.918513528,24
7,2,5,2,13.56794823,5.115680393,33
7,2,5,2,8.081570232,10.30123073,28
21,1,3,6,8.101890567,7.56076489,43
21,1,3,6,8.105250696,10.06178883,44
21,2,6,3,7.932458463,9.716948451,45
21,2,6,3,7.956661728,12.5223718,65
3,1,4,0,5.412830003,10.03091015,46
3,1,4,0,13.38604182,7.603180674,38
3,2,0,4,10.74853312,7.486014335,42
3,2,0,4,5.303321358,11.7014909,43
0,1,7,1,5.24793646,10.25388223,34
0,1,7,1,5.258804839,10.17891747,59
0,2,1,7,10.80358333,7.425864315,34
0,2,1,7,13.50113415,5.209836595,45
21,1,3,2,8.101890567,10.05863046,49
21,1,3,2,8.120701536,9.410658784,44
21,2,2,3,10.80481854,7.526671696,49
21,2,2,3,8.140722158,9.902507273,61
2,1,6,5,10.66081224,10.35499674,38
2,1,6,5,10.55328854,9.765001806,61
2,2,5,6,13.48162136,9.805415919,39
2,2,5,6,7.929133526,10.11978078,30
3,1,7,0,10.72450682,9.872262785,42
3,1,7,0,5.382809222,10.20005255,32
3,2,0,7,5.399815579,9.80267321,44
3,2,0,7,5.399815579,14.64351506,35
8,1,7,1,10.80943741,7.831907126,50
8,1,7,1,10.75215498,10.01192668,37
8,2,1,7,8.083424031,7.578971667,44
8,2,1,7,16.22129346,7.560084613,56
8,1,2,6,5.409939883,7.687346002,73
8,1,2,6,10.60827525,12.71245516,42
8,2,6,2,10.73980347,5.115680393,23
8,2,6,2,10.63571294,7.744548437,31
8,1,6,1,10.45410698,9.782248229,51
8,1,6,1,9.985171048,9.194146406,31
8,2,1,6,5.415971078,7.620605381,33
8,2,1,6,8.083424031,10.11978078,38
8,1,2,7,13.52991306,10.17180792,67
8,1,2,7,8.121457788,10.16555897,79
8,2,7,2,8.088451662,7.712277488,33
8,2,7,2,8.013615811,10.2910911,41
7,1,2,0,7.977866414,10.29419127,45
7,1,2,0,7.988631176,12.6131128,44
7,2,0,2,5.367061321,10.0425486,51
7,2,0,2,8.086392608,10.05327246,40
6,1,6,4,10.45455992,9.970047987,44
6,1,6,4,10.36285454,7.663191909,31
6,2,4,6,7.709239025,10.34032144,31
6,2,4,6,5.327221982,12.96253546,46
22,1,8,1,5.30873511,12.49187787,61
22,1,8,1,10.68903863,9.842649945,38
22,2,1,8,10.82961478,10.38119536,48
22,2,1,8,8.102573645,10.36442515,44
8,1,3,9,15.77370527,12.02860894,37
8,1,3,9,7.828643626,9.172469645,15
8,2,9,3,7.929243946,9.10101231,44
8,2,9,3,10.72001541,8.845946071,50
2,1,5,7,13.43876765,10.18509735,38
2,1,5,7,8.061012533,10.05917,30
2,2,7,5,7.894996098,10.41093752,31
2,2,7,5,5.438471147,10.2720791,36
3,1,0,6,5.367061321,7.744825219,46
3,1,0,6,8.091337191,6.797493841,37
3,2,6,0,10.45455992,10.29858922,30
3,2,6,0,7.985244535,9.797936379,51
5,1,5,4,10.74857157,10.06022462,30
5,1,5,4,10.68871968,7.663191909,32
5,2,4,5,7.709239025,10.24516253,57
5,2,4,5,10.66977098,10.23166006,47
0,1,1,7,10.82961478,10.14843537,24
0,1,1,7,5.403420819,9.849034123,40
0,2,7,1,7.894996098,10.08875735,40
0,2,7,1,5.431103109,11.7206324,50
8,1,8,9,16.11259414,7.103400016,37
8,1,8,9,5.390664913,7.644136428,46
8,2,9,8,7.929243946,10.34407223,44
8,2,9,8,13.30779524,10.10766715,40
1,1,2,3,10.66271178,7.615348648,31
1,1,2,3,5.399175121,9.877346691,63
1,2,3,2,5.337618972,7.773035651,65
1,2,3,2,7.699384124,12.30396152,55
6,1,6,1,8.038598451,9.82655614,41
6,1,6,1,7.898573766,9.41383337,49
6,2,1,6,13.31957326,7.767038301,28
6,2,1,6,10.76073349,10.32032039,36
5,1,4,0,7.706118333,10.30595212,31
5,1,4,0,10.71790806,12.86714623,48
5,2,0,4,8.091337191,9.288093486,58
5,2,0,4,5.435238989,7.663191909,44
4,1,7,8,5.174010354,7.74195796,44
4,1,7,8,7.894996098,7.304863051,47
4,2,8,7,5.414026892,10.14843537,45
4,2,8,7,5.414026892,9.864994246,62
7,1,2,1,5.413299764,9.695650555,45
7,1,2,1,10.86917656,8.922265703,59
7,2,1,2,13.17203746,7.773035651,33
7,2,1,2,8.139557212,10.00321803,54
6,1,6,3,8.038598451,7.615348648,48
6,1,6,3,10.71521882,12.03072678,43
6,2,3,6,5.337618972,7.767038301,62
6,2,3,6,5.337618972,12.83511524,60
8,1,9,5,7.929243946,10.20146682,63
8,1,9,5,10.72001541,7.664259779,45
8,2,5,9,5.445168133,7.103400016,66
8,2,5,9,10.81114256,7.055595424,49
3,1,4,0,10.22803868,10.25562761,36
3,1,4,0,13.13710956,10.27275368,37
3,2,0,4,8.091337191,7.658315812,26
3,2,0,4,8.073220991,10.24377654,31
22,1,2,8,8.14408204,7.74195796,42
22,1,2,8,8.129957397,9.758991299,45
22,2,8,2,8.130864615,10.26857999,49
22,2,8,2,8.118455357,10.23900926,58
2,1,6,5,8.038598451,7.79184419,43
2,1,6,5,5.308624165,12.39294368,63
2,2,5,6,13.50618067,7.633674767,38
2,2,5,6,5.397550706,12.85138501,48
4,1,9,7,15.44081948,10.0136345,29
4,1,9,7,7.793974983,14.87206341,49
4,2,7,9,8.036408155,9.666881101,32
4,2,7,9,5.431103109,12.50417482,46
3,1,8,0,5.414026892,10.25562761,45
3,1,8,0,16.19547153,10.27498656,21
3,2,0,8,10.78418411,7.828527139,37
3,2,0,8,5.371365298,10.27114942,36
1,1,3,4,8.049426201,10.24377654,77
1,1,3,4,8.0670863,12.33256134,47
1,2,4,3,10.71404221,7.571411407,45
1,2,4,3,10.67091149,9.958344806,42
3,1,0,1,7.587527333,9.881308395,48
3,1,0,1,5.435238989,12.44351533,45
3,2,1,0,5.404234867,10.32970902,57
3,2,1,0,5.404234867,12.36896826,66
4,1,7,2,10.74828862,7.51702307,34
4,1,7,2,8.115857507,9.911127731,48
4,2,2,7,10.8289274,10.26952787,44
4,2,2,7,8.108909887,15.00258775,57
2,1,5,3,5.445168133,7.586024563,69
2,1,5,3,5.445168133,12.12894357,78
2,2,3,5,8.049426201,5.199667432,46
2,2,3,5,8.137768361,9.733032041,71
5,1,8,4,10.68820585,7.601484713,32
5,1,8,4,8.107502636,7.663191909,36
5,2,4,8,5.427641882,7.791404018,38
5,2,4,8,8.049855905,12.49857188,44
6,1,7,6,5.174010354,12.96253546,57
6,1,7,6,13.54447656,10.35723042,21
6,2,6,7,10.70324043,10.26952787,41
6,2,6,7,10.5787464,9.949424761,40
7,1,2,9,5.413299764,8.923190433,45
7,1,2,9,10.86917656,10.0673823,29
7,2,9,2,16.02109969,7.712277488,40
7,2,9,2,5.350651105,7.436191663,33
2,1,5,1,8.070480584,5.145749414,42
2,1,5,1,10.24523016,9.798614572,43
2,2,1,5,8.135823632,7.79184419,64
2,2,1,5,13.48827475,10.28414361,41
8,1,9,2,13.29518806,7.194861639,37
8,1,9,2,8.161238294,10.29000759,34
8,2,2,9,8.098145126,9.625425825,28
8,2,2,9,8.129957397,10.00586426,52
22,1,6,8,10.62854805,7.763147259,20
22,1,6,8,5.358368924,9.852267027,38
22,2,8,6,21.2225111,5.209531099,29
22,2,8,6,7.937228012,7.715015345,25
2,1,0,5,8.03073521,7.818760763,42
2,1,0,5,8.012619011,7.634704535,41
2,2,5,0,8.070480584,10.27923027,41
2,2,5,0,10.44684642,10.30191717,27
0,1,1,9,5.404234867,6.947187339,57
0,1,1,9,10.86255084,9.163261215,37
0,2,9,1,7.503491066,7.58979421,42
0,2,9,1,8.078779338,12.41033788,43
5,1,7,4,10.62334988,7.262787621,31
5,1,7,4,10.8343592,7.348628496,24
5,2,4,7,8.049855905,7.561848062,18
5,2,4,7,8.016020788,12.48199459,39
22,1,5,8,10.80375013,5.150363402,34
22,1,5,8,7.978781811,7.78350017,25
22,2,8,5,13.23969338,7.818760763,37
22,2,8,5,8.087021302,7.59683276,25
3,1,3,0,8.049426201,10.24510583,40
3,1,3,0,13.46646389,9.746783857,25
3,2,0,3,10.80660429,10.01701561,45
3,2,0,3,5.417122789,12.4976922,39
7,1,2,6,8.14408204,10.25196923,34
7,1,2,6,5.42975228,10.16753658,43
7,2,6,2,5.344871502,9.981790432,64
7,2,6,2,10.62854805,4.83653931,37
5,1,9,4,8.089523612,12.3405188,49
5,1,9,4,8.161238294,10.14319885,42
5,2,4,9,8.049855905,9.740493808,34
5,2,4,9,10.61748816,11.5805999,35
4,1,7,3,7.894996098,7.506144676,35
4,1,7,3,5.431103109,10.24702947,57
4,2,3,7,8.049426201,10.26952787,24
4,2,3,7,8.025611198,12.33741237,55
2,1,5,8,10.72975676,7.429117003,42
2,1,5,8,7.952974547,12.26261678,34
2,2,8,5,7.859389863,7.818760763,65
2,2,8,5,10.52202288,7.59683276,44
6,1,0,6,8.113757368,7.744825219,41
6,1,0,6,10.84741719,9.757325739,43
6,2,6,0,10.70324043,7.680439768,41
6,2,6,0,10.64099419,7.697565834,39
7,1,4,2,5.427641882,7.712277488,47
7,1,4,2,8.046735212,7.456675365,45
7,2,2,4,8.14408204,9.732244365,43
7,2,2,4,5.42975228,14.79915145,55
8,1,7,9,7.926647447,6.817277066,49
8,1,7,9,10.80683986,7.442383179,31
8,2,9,7,10.59255871,10.4176245,30
8,2,9,7,8.013965871,10.29827038,42
22,1,8,0,10.55574625,7.688165668,35
22,1,8,0,5.121238025,12.56611623,47
22,2,0,8,5.389481498,10.04190086,43
22,2,0,8,10.80660429,12.26261678,41
6,1,6,5,8.039651286,7.447640698,43
6,1,6,5,8.12526922,9.992712638,44
6,2,5,6,10.77701588,7.744825219,25
6,2,5,6,7.821533965,6.634629398,82
0,1,1,3,8.135823632,7.615348648,48
0,1,1,3,5.459130022,9.7242616,78
0,2,3,1,15.77370527,7.645436497,38
0,2,3,1,12.74475339,7.466176112,33
3,1,2,0,10.8289274,7.654041225,15
3,1,2,0,8.049396357,10.28863044,40
3,2,0,2,8.113757368,7.712277488,33
3,2,0,2,5.403810038,4.83653931,28
4,1,7,5,7.926647447,7.749895785,50
4,1,7,5,7.944883864,7.595394801,46
4,2,5,7,16.00077141,10.4176245,23
4,2,5,7,5.293698368,12.89287945,53
1,1,3,9,8.049426201,9.837683437,34
1,1,3,9,8.0670863,9.659454948,45
1,2,9,3,8.089523612,10.00598031,40
1,2,9,3,8.161238294,9.826683912,44
0,1,8,1,7.859389863,10.16788073,49
0,1,8,1,13.22874066,7.466176112,32
0,2,1,8,8.135823632,9.948625131,79
0,2,1,8,5.408282375,9.968978042,41
5,1,2,4,5.413299764,9.774670982,55
5,1,2,4,8.14408204,7.687325589,47
5,2,4,2,8.151097554,10.33345377,48
5,2,4,2,10.63593587,10.4049358,37
1,1,3,7,8.049426201,7.817741431,39
1,1,3,7,8.137768361,9.886042171,60
1,2,7,3,13.32151921,10.04270312,33
1,2,7,3,15.88996945,12.47727202,53
6,1,6,9,5.345924337,9.837683437,50
6,1,6,9,13.37164715,7.507166604,31
6,2,9,6,5.36361198,15.47840931,52
6,2,9,6,10.77166869,15.47840931,42
5,1,4,1,5.427641882,7.383795517,43
5,1,4,1,10.77331158,8.855226717,43
5,2,1,4,5.404234867,10.14941827,66
5,2,1,4,8.135823632,10.27278632,36
7,1,2,5,8.14408204,10.04078179,42
7,1,2,5,8.124269642,9.911365147,43
7,2,5,2,7.991069702,7.712277488,52
7,2,5,2,10.64503788,10.35488137,30
23,1,8,3,5.414026892,9.862374806,57
23,1,8,3,8.120744674,10.06670115,60
23,2,3,8,10.77123682,5.150363402,48
23,2,3,8,5.433617844,9.402899352,67
4,1,6,7,7.900800922,10.4176245,32
4,1,6,7,13.23056963,10.04271578,36
4,2,7,6,13.32151921,7.716675112,26
4,2,7,6,8.024018316,10.0058574,31
0,1,0,1,13.52593557,7.383795517,33
0,1,0,1,5.412178206,9.884298165,50
0,2,1,0,10.78791722,7.738490174,65
0,2,1,0,13.13155812,10.32831571,36
21,1,3,5,8.049426201,10.01584242,43
21,1,3,5,5.345275685,7.281557842,47
21,2,5,3,5.41936087,7.586024563,42
21,2,5,3,13.09190473,7.314123505,32
23,1,4,8,13.33367197,5.150363402,32
23,1,4,8,12.85566745,5.935809454,48
23,2,8,4,10.81481175,9.286482676,87
23,2,8,4,5.400784854,4.508179449,11
8,1,9,6,10.77166869,10.26069906,39
8,1,9,6,15.83661184,10.33888913,39
8,2,6,9,5.344871502,10.08235111,56
8,2,6,9,10.74016644,9.278018616,28
21,1,3,1,8.049426201,9.430121784,30
21,1,3,1,5.415957746,12.12234427,95
21,2,1,3,10.86709847,7.586024563,34
21,2,1,3,10.0611508,7.314123505,54
7,1,2,8,8.14408204,7.731288378,41
7,1,2,8,8.083653092,10.16778279,37
7,2,8,2,7.638628209,7.682706759,40
7,2,8,2,7.605737616,7.734745311,35
8,1,9,0,10.50815505,10.24843378,29
8,1,9,0,7.870454707,10.27275368,39
8,2,0,9,8.012619011,10.07908572,44
8,2,0,9,8.136454076,12.61816182,48
4,1,7,4,10.80683986,4.995200683,26
4,1,7,4,8.156972836,12.52880513,40
4,2,4,7,5.427641882,10.4176245,52
4,2,4,7,5.427641882,13.00421181,74
21,1,6,3,5.345924337,7.571411407,58
21,1,6,3,5.345924337,7.34344759,49
21,2,3,6,10.77123682,9.96844915,45
21,2,3,6,10.61214024,10.26887821,41
2,1,5,9,7.654889317,5.007577098,33
0,1,2,1,13.52876513,7.668193648,10
0,2,1,2,8.185857231,5.115680393,44
0,2,1,2,8.14037126,10.3844521,44
3,1,0,7,10.72358213,9.364133925,46
3,1,0,7,8.123141325,9.15377606,54
3,2,7,0,8.01263877,10.25562761,54
3,2,7,0,10.81211127,10.27275368,40
4,1,1,2,8.153735221,7.712277488,44
4,1,1,2,8.152921173,7.784799744,42
4,2,2,1,10.8289274,7.58979421,25
4,2,2,1,8.140722158,9.872716292,47
4,1,0,7,5.32355734,12.69856161,71
4,1,0,7,10.58336139,10.4176245,53
4,2,7,0,5.205661703,10.22922907,62
4,2,7,0,10.53195249,10.319596,37
7,1,1,7,5.422146456,10.26952787,68
7,1,1,7,8.153735221,15.29227782,50
7,2,7,1,10.58915392,10.08948129,52
7,2,7,1,13.48326363,7.354569776,35
7,1,2,1,5.413299764,9.832953595,121
7,1,2,1,8.138394285,9.966293084,67
7,2,1,2,10.88046243,7.712277488,47
7,2,1,2,15.57741554,10.35488137,42
7,1,2,7,10.76873759,10.07717442,83
7,1,2,7,15.6760337,7.799083868,21
7,2,7,2,5.161903801,10.33032558,53
7,2,7,2,13.21654837,12.90048014,35
3,1,0,5,16.1638782,12.77722908,46
3,1,0,5,15.52359541,10.24548133,51
3,2,5,0,5.41843388,9.901251655,48
3,2,5,0,10.78352108,9.965374284,52
4,1,9,7,13.01385988,10.41323765,30
4,1,9,7,7.89673053,10.03141693,40
4,2,7,9,13.22824162,9.982348,27
4,2,7,9,8.027819378,12.54770054,37
5,1,4,3,5.428463631,7.823510536,57
5,1,4,3,10.73150409,7.589728401,38
5,2,3,4,10.69778621,10.08385607,45
5,2,3,4,13.28513607,12.34548125,44
24,1,2,6,10.83752757,10.13636007,44
24,1,2,6,8.09913332,11.22498094,49
24,2,6,2,7.932533435,7.712277488,45
24,2,6,2,13.33183146,12.9493905,49
0,1,1,5,7.851075601,9.471973277,46
0,1,1,5,10.83416241,11.95052549,39
0,2,5,1,8.10862996,7.54047751,46
0,2,5,1,13.34471394,7.664470593,32
25,1,9,3,10.59058548,7.597168449,38
25,1,9,3,5.264987731,10.10841103,48
25,2,3,9,10.67794409,10.06527998,19
25,2,3,9,8.020660627,4.925208921,53
5,1,4,0,8.023959853,10.29760953,37
5,1,4,0,10.60354464,7.767339612,44
5,2,0,4,16.1638782,7.372118249,27
5,2,0,4,8.02070424,7.603849123,50
24,1,6,7,10.66718949,10.41323765,45
24,1,6,7,8.05412911,10.42233316,35
24,2,7,6,10.54850893,7.578852867,29
24,2,7,6,8.167841215,11.91039171,31
0,1,0,1,5.435238989,10.36653352,60
0,1,0,1,8.091337191,10.07101077,55
0,2,1,0,13.48827475,7.730764274,20
0,2,1,0,13.22554601,7.280266878,42
2,1,2,5,8.123197813,7.818760763,41
2,1,2,5,13.5349689,7.324517528,31
2,2,5,2,8.073652377,7.712277488,50
2,2,5,2,5.363809342,10.4263868,48
4,1,7,4,7.827523188,7.372118249,54
4,1,7,4,10.61962765,9.950328485,42
4,2,4,7,10.66044775,10.06182997,44
4,2,4,7,7.979036899,10.07717442,55
7,1,1,2,8.153735221,7.712277488,56
7,1,1,2,5.459130022,10.33134241,61
7,2,2,1,5.421899936,9.479345158,52
7,2,2,1,10.87777673,11.85508701,49
1,1,9,3,13.23992034,7.545591604,29
1,1,9,3,8.010730238,10.13127391,48
1,2,3,9,8.049426201,10.06403021,38
1,2,3,9,10.75038737,9.772016158,33
3,1,4,0,5.428463631,7.799298979,45
3,1,4,0,13.27954108,5.139853909,27
3,2,0,4,8.091337191,7.377496578,36
3,2,0,4,8.05990824,9.955706813,38
25,1,2,9,5.421899936,12.62876106,43
25,1,2,9,13.58449451,10.00246508,44
25,2,9,2,8.051509385,9.980924233,56
25,2,9,2,7.864673852,7.616927827,33
3,1,3,0,10.78825836,7.772900437,26
3,1,3,0,5.372300616,7.762810077,47
3,2,0,3,10.78418411,7.432792973,48
3,2,0,3,8.000223135,7.538392438,31
0,1,4,1,5.428463631,7.758533271,43
0,1,4,1,8.064951528,5.103369209,32
0,2,1,4,8.153735221,7.434370073,54
0,2,1,4,10.72501794,10.01258031,28
4,1,7,5,10.36501895,7.779451029,23
4,1,7,5,15.48430952,7.762607751,39
4,2,5,7,8.073652377,7.094265078,41
4,2,5,7,8.079812685,7.1122695,33
5,1,6,4,5.423701235,7.434370073,56
5,1,6,4,8.05412911,9.926126397,48
5,2,4,6,8.047556962,9.831705898,62
5,2,4,6,5.342549003,12.45391992,49
0,1,9,1,5.369364309,12.7111733,58
0,1,9,1,8.051509385,12.43590973,54
0,2,1,9,8.098840066,10.13965079,42
0,2,1,9,5.459130022,10.02623837,34
1,1,3,0,10.7413913,7.753541489,45
1,1,3,0,8.084107845,10.35840422,30
1,2,0,3,8.098044575,10.13127391,53
1,2,0,3,8.091337191,9.936332447,30
7,1,2,9,5.392415538,10.11095511,42
7,1,2,9,5.392415538,12.57691378,41
7,2,9,2,10.77166869,7.258695193,53
7,2,9,2,7.929642075,7.806250745,33
2,1,6,5,8.140538958,10.01471361,50
2,1,6,5,8.077239884,10.0139231,56
2,2,5,6,13.44118161,7.479964288,34
2,2,5,6,8.014404137,10.11271468,50
1,1,3,1,10.54805543,7.785608548,41
1,1,3,1,8.089372085,4.838414579,40
1,2,1,3,13.56170367,5.147651595,36
1,2,1,3,5.454268466,7.611197079,50
2,1,9,5,8.051509385,10.39854436,52
2,1,9,5,5.325597753,9.753729362,52
2,2,5,9,8.079812685,10.13020081,49
2,2,5,9,8.059234638,9.848470271,65
7,1,4,2,8.064951528,9.879871475,41
7,1,4,2,7.960589186,7.805210518,35
7,2,2,4,5.392415538,12.13351396,45
7,2,2,4,8.123197813,9.73790848,39
19,1,6,0,8.140538958,10.31487961,39
19,1,6,0,8.111453985,7.774288883,45
19,2,0,6,8.098044575,7.384002862,42
19,2,0,6,13.5035154,9.375097588,37
4,1,7,3,5.315422411,10.06036773,39
4,1,7,3,10.76558681,10.06975261,45
4,2,3,7,5.214409336,10.35727051,48
4,2,3,7,10.60655208,10.33681173,39
5,1,1,4,8.102887574,7.254336171,37
5,1,1,4,10.82556727,9.806048317,38
5,2,4,1,5.428463631,7.746951398,48
5,2,4,1,10.66044775,7.420005351,40
25,1,9,5,10.77166869,7.818760763,28
25,1,9,5,5.446070936,5.106122874,33
25,2,5,9,8.079812685,7.172518282,61
25,2,5,9,8.054629139,9.656022082,55
1,1,3,7,7.926216565,9.067392932,44
1,1,3,7,7.914586976,9.706406487,31
1,2,7,3,5.315422411,7.567607344,40
1,2,7,3,13.4840885,7.536998233,31
25,1,6,9,8.111453985,9.970719902,50
25,1,6,9,8.05993691,10.08905327,44
25,2,9,6,10.77166869,9.870648586,44
25,2,9,6,7.947132807,12.47183121,41
2,1,5,7,5.412359732,7.477146617,54
2,1,5,7,5.412359732,12.04311072,64
2,2,7,5,13.37681184,10.39854436,49
2,2,7,5,5.442796359,10.35548665,64
3,1,0,1,5.441946373,10.08341113,46
3,1,0,1,8.152909492,12.43590973,61
3,2,1,0,13.54379208,10.31820755,35
3,2,1,0,5.408782494,10.36173216,29
7,1,3,2,5.403772332,9.926774317,43
7,1,3,2,8.021820429,12.97292946,54
7,2,2,3,8.123197813,12.53165944,48
7,2,2,3,10.82218315,10.09540107,37
2,1,5,4,10.75098553,9.814598018,42
2,1,5,4,5.387176186,9.780849435,53
2,2,4,5,5.428463631,10.39854436,40
2,2,4,5,5.428463631,10.35548665,46
4,1,6,7,7.887721091,10.41543662,38
4,1,6,7,13.1675212,10.08958304,26
4,2,7,6,10.6120682,7.479964288,31
4,2,7,6,8.055469443,12.5204796,32
7,1,2,0,10.82485142,10.26788305,43
7,1,2,0,8.143405758,7.624133358,41
7,2,0,2,8.152909492,7.783759517,37
7,2,0,2,5.435238989,12.80304252,46
5,1,4,5,5.428463631,10.39854436,56
5,1,4,5,13.47153258,7.725216205,36
5,2,5,4,8.079812685,9.917687395,61
5,2,5,4,10.64902169,9.910436901,53
19,1,6,9,10.80518093,10.04578458,33
19,1,6,9,5.358368924,10.18740923,42
19,2,9,6,7.869172,9.899876705,48
19,2,9,6,7.857433597,9.896833273,43
0,1,1,3,8.153735221,7.684210038,33
0,1,1,3,5.459130022,10.26469408,49
0,2,3,1,7.926216565,7.54047751,53
0,2,3,1,7.89474485,7.174874313,45
25,1,7,9,5.315422411,12.87306282,42
25,1,7,9,10.36392248,9.778210704,39
25,2,9,7,7.836231929,7.817741431,37
25,2,9,7,13.13637002,10.02206604,21
7,1,2,6,8.152682212,9.919296982,56
7,1,2,6,8.163446973,9.749129181,45
7,2,6,2,8.111453985,10.28661575,47
7,2,6,2,8.08834321,12.95147846,39
1,1,4,3,8.151097554,7.684210038,64
1,1,4,3,8.046735212,7.649796864,46
1,2,3,4,10.60655208,9.989957627,33
1,2,3,4,10.64466811,9.965823948,45
3,1,0,9,5.441946373,10.26991845,64
3,1,0,9,5.441946373,12.24240203,46
3,2,9,0,10.62135946,4.761551989,45
3,2,9,0,13.39554389,12.90580021,35
4,1,2,7,5.421899936,9.76531518,52
4,1,2,7,8.132640997,7.734162076,40
4,2,7,2,8.043776193,7.665439471,46
4,2,7,2,5.438471147,10.4049358,52
0,1,6,1,5.215695712,7.334521705,46
0,1,6,1,5.215695712,7.316483957,41
0,2,1,6,5.404234867,9.201844573,46
0,2,1,6,8.135823632,7.293368345,51
2,1,5,0,10.81269736,10.30499149,50
2,1,5,0,5.367529231,7.734674274,38
2,2,0,5,5.441946373,10.39854436,60
2,2,0,5,8.152909492,10.37346002,34
6,1,3,6,5.403772332,8.85498868,51
6,1,3,6,10.60655208,10.91675972,46
6,2,6,3,10.59717541,12.72408657,40
6,2,6,3,10.42272956,15.16969077,35
25,1,9,4,7.874924329,9.989957627,35
25,1,9,4,10.35451849,9.984009626,44
25,2,4,9,8.151097554,10.28088606,49
25,2,4,9,5.341727253,10.32290498,47
4,1,7,1,10.76558681,7.785608548,25
4,1,7,1,8.152913724,7.474464819,35
4,2,1,7,5.404234867,5.214695527,35
4,2,1,7,8.135823632,7.805332817,45
6,1,6,5,10.57406464,10.34993252,33
6,1,6,5,5.394616261,7.768228325,52
6,2,5,6,8.135364213,9.141497869,64
6,2,5,6,5.41936087,9.60234389,65
5,1,4,2,10.80910895,5.045303416,28
5,1,4,2,10.68762822,10.13817981,43
5,2,2,4,8.14408204,7.534947762,36
5,2,2,4,8.111593487,7.53982386,24
25,1,1,9,5.404234867,7.076622424,66
25,1,1,9,10.81706487,7.077543913,31
25,2,9,1,12.94718187,10.12206828,50
25,2,9,1,10.53698573,7.478486093,38
7,1,5,2,16.09449907,5.045303416,27
7,1,5,2,5.262778467,10.4263868,33
7,2,2,5,5.413299764,7.780581122,45
7,2,2,5,8.14408204,7.678793036,42
3,1,7,0,8.098387347,7.734336783,49
3,1,7,0,5.388269982,5.183224276,55
3,2,0,7,10.78418411,7.789988363,32
3,2,0,7,8.123141325,10.31855042,50
1,1,6,3,5.446812009,12.62257463,47
1,1,6,3,8.08834321,12.80125252,55
1,2,3,6,10.54426466,9.45317652,44
1,2,3,6,7.990348713,12.4806094,56
5,1,4,9,8.151097554,10.32415475,45
5,1,4,9,5.446089595,10.26133986,48
5,2,9,4,15.67564662,7.397819362,33
5,2,9,4,7.820153757,9.885569044,43
0,1,1,7,10.81706487,7.792187327,40
0,1,1,7,10.77926725,7.826836936,48
0,2,7,1,13.54118371,7.785608548,32
0,2,7,1,10.87056801,9.978173176,47
3,1,0,2,5.441946373,7.635868741,50
3,1,0,2,8.152909492,10.4059031,50
3,2,2,0,5.413299764,10.01678292,51
3,2,2,0,10.85165222,12.95279677,54
2,1,3,5,10.60655208,10.15168452,47
2,1,3,5,10.51805719,7.751813973,33
2,2,5,3,16.17127936,7.640411984,37
2,2,5,3,5.386552469,12.75884867,45
4,1,0,7,10.84575641,7.792187327,32
4,1,0,7,8.068400803,5.209836595,46
4,2,7,0,5.370033565,10.32416232,26
4,2,7,0,8.160281762,12.91855487,37
2,1,1,5,8.135823632,10.37573978,42
2,1,1,5,5.459130022,10.09859937,54
2,2,5,1,10.69487999,10.18872907,51
2,2,5,1,8.035915148,7.42077996,66
21,1,2,3,10.86917656,7.644216048,25
21,1,2,3,10.85012354,10.17697043,32
21,2,3,2,5.39611562,7.665439471,43
21,2,3,2,13.07018708,10.28815854,33
6,1,4,6,8.151097554,10.01805121,41
6,1,4,6,10.72214117,9.938466631,32
6,2,6,4,5.266532728,9.909702723,58
6,2,6,4,10.63274269,7.40269546,27
21,1,3,5,13.1812113,5.212379398,20
21,1,3,5,5.089339808,10.37573978,42
21,2,5,3,5.330137685,7.684210038,44
21,2,5,3,7.998523602,7.649796864,62
25,1,0,9,8.152909492,10.0847609,27
25,1,0,9,8.079911636,9.619563335,33
25,2,9,0,7.836231929,10.32416232,40
25,2,9,0,12.70818171,10.27498656,27
6,1,6,1,13.32646964,10.08418574,23
6,1,6,1,8.112132657,7.42077996,30
6,2,1,6,10.81706487,5.161733255,40
6,2,1,6,10.83416241,7.380959429,28
5,1,4,7,10.80910895,7.814578599,31
5,1,4,7,8.017133216,10.34005454,53
5,2,7,4,5.419387326,9.870575812,44
5,2,7,4,5.419387326,7.363568548,60
25,1,0,5,5.441946373,10.38696249,48
25,1,0,5,5.428633622,7.751813973,33
